source	reference	first_translation	first_bleu	first_comet	reflection	second_translation	second_bleu	second_comet	second_correct
Ingobo yomlando idalwe ngempumelelo	"%s" created successfully	The history book has been created successfully.	0.071227227	0.5468472242355347	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use reference phrase
Must-Preserve: ""%s"", created successfully
Factual Detail: Maintain accuracy of the original phrase."	The history book is published successfully.	0.032359348	0.49267658591270447	FALSE
Okwangaphandle	Extension(s)	Outward appearance	0	0.4791129529476166	"Error Diagnosis: Incorrect meaning
Minimal Correction: Use correct translation
Must-Preserve: Okwangaphandle
Factual Detail: The word refers to extension(s) rather than outward appearance."	Extension(s)	1	0.982880712	TRUE
K_hetha isithombe ofuna ukusigcina:	S_elect the images you want to save:	You are looking for a picture you want to keep.	0.11609514815067874	0.5693449974060059	"Error Diagnosis: Incorrect verb choice
Minimal Correction: Replace ""looking for"" with ""select""
Must-Preserve: ""select the images""
Factual Detail: The action is selecting images to save, not looking for a specific picture."	Select the images you want to keep.	0.5169731539571706	0.8008350729942322	TRUE
Vula inda_wo...	Open _Location	Open your heart...	0.061033220311973134	0.5184016823768616	"Error Diagnosis: Incorrect location translation
Minimal Correction: Replace ""heart"" with correct location
Must-Preserve: Vula, inda_wo
Factual Detail: Location must be accurately translated to convey the intended meaning."	Open the door...	0.061033220311973134	0.6252108812332153	FALSE
intwana yemenyu yesisakazi	radio menu item	the content of the broadcaster's menu	0.032359348	0.5337408781051636	"Error Diagnosis: Misinterpretation
Minimal Correction: Change ""content of the broadcaster's menu"" to ""radio menu item""
Must-Preserve: intwana yemenyu, yesisakazi
Factual Detail: Refers to a specific item on a radio menu."	radio menu item	0.5757197301274735	0.9852364659309387	TRUE
%s: Ngakhoni ukufunda isibonakaliso senhlanganiso	%s: Could not read Session ID	I was unable to learn the organization's sign.	0	0.5231283903121948	"Error Diagnosis: Misinterpretation of the meaning.
Minimal Correction: Use correct terminology.
Must-Preserve: Session ID
Factual Detail: Correctly convey the concept of reading the Session ID."	I was unable to read the session ID accurately.	0.027895820162122397	0.7556690573692322	TRUE
Uma ngabe kungaboniswa abangathintwa abangaphandle kolayini kuhlu lokuxhumana.	Whether to show contacts that are offline in the contact list.	If it can show the external contacts affected by the line in the contact list.	0.24903286388467735	0.5978148579597473	"Error Diagnosis: Lost meaning
Minimal Correction: Include offline contacts
Must-Preserve: contact list
Factual Detail: The translation must convey that the contacts are offline."	If offline contacts who are not on the contact list are not displayed on the call log.	0.086156345	0.6429038643836975	FALSE
Qamba futhi "%s" ku "%s".	Moving "%B" to "%B"	Create again "%s" in "%s".	0.074728926	0.6489661335945129	"Error Diagnosis: Incorrect action verb
Minimal Correction: Change action verb to ""Moving""
Must-Preserve: ""%B"", ""%B""
Factual Detail: Emphasizing the action of moving instead of creating."	Move again "%s" to "%s".	0.2620251007173262	0.8132500052452087	TRUE
%s: Ngakhoni ukufunda Isibonakaliso soMkhandi	%s: Could not read Manufacturer ID	I was unable to learn the Engineer's Sign	0	0.5723944902420044	"Error Diagnosis: Misinterpretation of isiZulu phrase
Minimal Correction: Use correct English equivalent
Must-Preserve: Isibonakaliso soMkhandi
Factual Detail: Correctly convey the meaning of ""Manufacturer ID"" in isiZulu."	I struggled to learn the Manufacturer ID	0.071031257	0.7522372007369995	TRUE
isi-Bhalthikhi	Baltic	isi-Bhalthikhi	0	0.6273161172866821	"Error Diagnosis: Misidentification
Minimal Correction: Change to ""Baltic""
Must-Preserve: Baltic
Factual Detail: Reflects the correct region or language group."	Baltic	1	0.9844714403152466	TRUE
Ngakhoni ukusebenzisa ukhetho	Cannot run chooser	I was unable to use the option.	0	0.5437169671058655	"Error Diagnosis: Incorrect phrasing
Minimal Correction: Use correct terminology
Must-Preserve: chooser
Factual Detail: Express inability to run a specific function."	I couldn't use the chooser function.	0.028599617161713803	0.6207557320594788	FALSE
_Hlela	_Edit	Arrange	0	0.532175601	"Error Diagnosis: Incorrect meaning
Minimal Correction: Change to ""Edit""
Must-Preserve: Hlela
Factual Detail: The original word ""Hlela"" means to edit or revise, not arrange."	Edit	0	0.8154100179672241	TRUE
Hl_ela	_Edit	Hl_ela	0	0.6818606853485107	"Error Diagnosis: Missing translation.
Minimal Correction: Add appropriate translation.
Must-Preserve: Hl_ela
Factual Detail: The correct translation is ""_Edit."""	_Edit.	0.067544361	0.9657065868377686	TRUE
Cisha ngokushesha?	_Delete Permanently	Turn it off quickly?	0	0.5217766761779785	"Error Diagnosis: Misinterpretation of isiZulu phrase.
Minimal Correction: Translate as ""Turn off quickly?""
Must-Preserve: Cisha, ngokushesha
Factual Detail: Urgency in action of turning off."	Turn off quickly?	0	0.5569107532501221	FALSE
Gcina imiboniso-sithombe ihlelwe ngezibonakalisi kumdenda	Keep icons sorted by emblems in rows	Keep the presentations arranged with visuals in the document.	0.027895820162122397	0.5682963728904724	"Error Diagnosis: Incorrect word choice
Minimal Correction: Replace ""visuals"" with ""icons""
Must-Preserve: icons, sorted by emblems
Factual Detail: The translation must emphasize the organization of icons based on their emblems."	Arrange the presentations with icons sorted by emblems in the document.	0.31702331385234306	0.7124370336532593	TRUE
Cisha ngokushesha?	_Delete Permanently	Do you speak quickly?	0	0.45527157187461853	"Error Diagnosis: Literal phrasing
Minimal Correction: Delete Permanently
Must-Preserve: Cisha ngokushesha
Factual Detail: The original phrase does not ask about speaking quickly."	Are you leaving soon?	0	0.5754854083061218	FALSE
_Unga khombisi lomyalezo futhi	Don't show any warnings again	_You cannot show this message and_	0.032359348	0.5079903602600098	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use the correct wording
Must-Preserve: Don't show, warnings
Factual Detail: Emphasize the instruction to not display any warnings."	Do not display this message and any warnings	0.078825884	0.7315073013305664	TRUE
Ngobungako	By Size	About the extent	0	0.547111452	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Replace with ""By Size""
Must-Preserve: Ngobungako
Factual Detail: The translation should convey the idea of measurement or scale."	By Size	0.2213885886251307	0.9793790578842163	TRUE
Shaya i_ndiva amaphutha wesitifiketi se SSL	I_gnore SSL certificate errors	Strike the errors of the SSL certificate	0.0906806	0.6601768136024475	"Error Diagnosis: Literal phrasing
Minimal Correction: Use idiomatic expression
Must-Preserve: SSL certificate, errors
Factual Detail: Translation should convey the idea of ignoring SSL certificate errors."	Ignore the SSL certificate errors	0.29950981436291046	0.8956405520439148	TRUE
Umbala wokubona ngale	Transparency color	The color of sight beyond	0.045649693	0.5397589206695557	"Error Diagnosis: Literal phrasing
Minimal Correction: Use more accurate term
Must-Preserve: Transparency color
Factual Detail: Reflects the concept of clarity and see-through quality."	The transparency of vision with clarity	0	0.5816366076469421	FALSE
Khetha ihele lokujobelela kumlayelo...	Choose a file to append to the command...	Choose a job application template...	0.065228862	0.5988496541976929	"Error Diagnosis: Incorrect context
Minimal Correction: Replace with accurate context
Must-Preserve: Choose, append, command
Factual Detail: The action is about selecting a file to add to a command."	Choose the file to append to the command...	0.7506238537503395	0.9059610962867737	TRUE
Ngaqedanga isenzo esishiwo.	Could not find application	I have completed the mentioned action.	0	0.5324389338493347	"Error Diagnosis: Inaccurate translation
Minimal Correction: Use accurate translation
Must-Preserve: Ngaqedanga isenzo esishiwo
Factual Detail: Reflect inability to find application"	The task mentioned has been completed.	0	0.5505439043045044	FALSE
Ongathintwa uxhunyiwe	Contact connected	You cannot be touched if you are connected.	0.023457495174891017	0.47340384125709534	"Error Diagnosis: Inaccurate translation
Minimal Correction: Simplify translation to ""Contact connected""
Must-Preserve: Contact, connected
Factual Detail: Maintain the connection between contact and being connected."	Contact connected	0.2213885886251307	0.9733603000640869	TRUE
Uma kucela isiqiniseko masihambisa ohele kudoti	Whether to ask for confirmation when deleting files, or emptying Trash	If you ask for confirmation, let us move on to the next step.	0.095351648	0.49840208888053894	"Error Diagnosis: Misinterpretation of context.
Minimal Correction: Consider context for accurate translation.
Must-Preserve: isiqiniseko, masihambisa, ohele
Factual Detail: The need for confirmation when deleting files or emptying Trash."	When deleting files, make sure to confirm before emptying the Trash.	0.11572726495597013	0.7837542295455933	TRUE
Ukuhluka kwendikimba esetshenziselwa ukubonisa ingxoxo kumafasitela wengxoxo.	The theme variant that is used to display the conversation in chat windows.	The variation of the framework used to represent dialogue in conversation windows.	0.068908898	0.6651279330253601	"Error Diagnosis: Inaccurate theme representation.
Minimal Correction: Change ""framework"" to ""theme variant.""
Must-Preserve: conversation, chat windows
Factual Detail: The translation should accurately convey the concept of displaying conversations in chat windows."	The variation of the theme variant used to display conversations in chat windows.	0.30130404892785684	0.8391023874282837	TRUE
N_dawoleyo:	Local	I am a professional translator.	0	0.4601806700229645	"Error Diagnosis: Incorrect register
Minimal Correction: Use informal register
Must-Preserve: N_dawoleyo
Factual Detail: Translation should reflect a local, informal tone."	Izibonelo, ngiyi translator esetshenzisayo.	0	0.4079958498477936	FALSE
_Isibekisi-bhukwini	_Bookmarks	Book cover	0	0.5677201151847839	"Error Diagnosis: Incorrect word choice
Minimal Correction: Change ""book cover"" to ""bookmarks""
Must-Preserve: Isibekisi-bhukwini
Factual Detail: The translation should refer to bookmarks, not a book cover."	Isibekisi-bhukwini	0	0.46339887380599976	FALSE
Inkimba sikhati	Clock	Time is a burden.	0	0.4557441771030426	"Error Diagnosis: Misinterpretation
Minimal Correction: Replace with ""clock""
Must-Preserve: Inkimba
Factual Detail: The translation should reflect the original word for ""clock"" in isiZulu."	The clock is a burden.	0	0.5212689638137817	FALSE
ngaziwa	Unknown	I am known.	0	0.5310394167900085	"Error Diagnosis: Incorrect negation
Minimal Correction: Change ""I am known"" to ""Unknown""
Must-Preserve: ngaziwa
Factual Detail: The original phrase indicates being unknown."	Unknown	1	0.9877035617828369	TRUE
Lenkinobho isho inani lemizuzwana ezobonisa ifelemu ngalodwa.	This key specifies the number of seconds each frame will be displayed.	Lenkinobho indicates the number of seconds that will show a single frame.	0.2224246939793677	0.6704782247543335	"Error Diagnosis: Incorrect frame duration indication.
Minimal Correction: Specify each frame's display duration.
Must-Preserve: This key, seconds, frame
Factual Detail: Specifies how long each frame is displayed."	Lenkinobho indicates the duration of each frame in seconds.	0.055525462	0.6429415941238403	FALSE
Dlulela engomeni elandelayo	Next track	Move on to the next song	0	0.6362038254737854	"Error Diagnosis: Inaccurate meaning
Minimal Correction: Use ""Next track"" instead of ""Move on to the next song""
Must-Preserve: Next track
Factual Detail: The translation should refer to the next track in a music context."	Go to the next track	0.045649693	0.8278264999389648	TRUE
Izakhiwo	Properties	Structures	0	0.6993665099143982	"Error Diagnosis: Incorrect word choice
Minimal Correction: Change to ""Properties""
Must-Preserve: Izakhiwo
Factual Detail: The translation should convey the meaning of ""properties"" rather than ""structures."""	Properties	1	0.9841420650482178	TRUE
Okwangaphandle	Extension(s)	Outward Appearance	0	0.47838854789733887	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change to ""Extension(s)""
Must-Preserve: Okwangaphandle
Factual Detail: Reflects the concept of something external or extending beyond."	Extension(s)	1	0.982880712	TRUE
Iya esabelweni sasekhaya	Unable to mount location	Go to the home village	0.045649693	0.5344725847244263	"Error Diagnosis: Literal phrasing
Minimal Correction: Use appropriate context
Must-Preserve: sasekhaya
Factual Detail: Reflect the inability to access a location."	It's inaccessible at the home village	0	0.5650053024291992	FALSE
Qeda lomdlalo wamanje	End the current game	Finish this game now	0.061033220311973134	0.6632436513900757	"Error Diagnosis: Misinterpretation of verb 'qeda'
Minimal Correction: Use 'end' instead of 'finish'
Must-Preserve: Qeda, lomdlalo
Factual Detail: Emphasize completion of the game."	End this game now	0.07258114	0.8125612139701843	TRUE
Ucingo olungenayo	In a call	A phone that is not available	0	0.5304568409919739	"Error Diagnosis: Literal phrasing
Minimal Correction: Use contextually appropriate translation
Must-Preserve: Ucingo olungenayo
Factual Detail: The translation should convey the idea of being in a call."	A busy phone	0	0.6516876816749573	FALSE
Buyisela omunye nomunye umboniso-sithombe okhethiwe kubungako bawo bemvelo	Restore each selected icon to its original size	Return another selected display-image according to their natural dimensions.	0.027895820162122397	0.6482272744178772	"Error Diagnosis: Misinterpreted meaning
Minimal Correction: Use ""restore"" instead of ""return""
Must-Preserve: selected icon, original size
Factual Detail: The action is about returning the icons to their original sizes."	Restore each selected icon to its original size in the father nature conservation park.	0.4758733096412523	0.6611377000808716	TRUE
Umyalo ukhishwe ngokungajwayelekile.	Command exited abnormally.	The order was issued unusually.	0.037593405	0.6903594732284546	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Replace with accurate term
Must-Preserve: Umyalo, ngokungajwayelekile
Factual Detail: Reflect the abnormal nature of the command."	The order was issued abnormally.	0.097177166	0.745307446	TRUE
Indingiliza	Circle	Indingiliza	0	0.447905958	"Error Diagnosis: Lack of understanding
Minimal Correction: Translate as ""Circle""
Must-Preserve: Indingiliza
Factual Detail: The word means ""circle"" in isiZulu."	Circle	1	0.9797905087471008	TRUE
Ngakhoni ukusebenzisa ukhetho	Cannot run chooser	I could not use the election	0.037593405	0.5727640986442566	"Error Diagnosis: Incorrect phrasing
Minimal Correction: Change to ""Cannot run chooser""
Must-Preserve: ukhetho
Factual Detail: Expresses the concept of using a chooser."	Cannot run chooser	1	0.960028887	TRUE
Igama lozokwengamela elilindelwe: %s	Expected hostname: %s	The name of the expected supervisor: %s	0.1444977144915524	0.633226216	"Error Diagnosis: Misinterpretation of context
Minimal Correction: Change to match the context
Must-Preserve: Expected, hostname
Factual Detail: Emphasizing the expected nature of the term."	The anticipated supervisor's name: %s	0.16508103044554204	0.6535128355026245	FALSE
Isiniseko siyadingekaYou must log in to acces user@server.com/share domain MYWINDOWSDOMAIN.	Authentication Required	A foundation is necessary	0	0.5049363970756531	"Error Diagnosis: Misinterpretation
Minimal Correction: Correct terminology
Must-Preserve: Authentication, Required
Factual Detail: The request for login credentials is being made."	Authentication is required to access user@server.com/share domain MYWINDOWSDOMAIN.	0.021598265052211615	0.46229588985443115	FALSE
Ibombo:	Bearing:	Drum:	0.067544361	0.6332830190658569	"Error Diagnosis: Incorrect word choice
Minimal Correction: Replace ""drum"" with ""bearing""
Must-Preserve: Ibombo
Factual Detail: ""Ibombo"" refers to a bearing, not a drum."	"Ibombo:
Bearing:"	0.16821895003341453	0.7455330491065979	TRUE
Okwangaphandle	Extension(s)	Outside	0	0.4516849219799042	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use accurate term
Must-Preserve: Extension(s)
Factual Detail: Reflects sense of expansion or continuation"	Beyond	0	0.6008365154266357	FALSE
